YM,JOIN_SN,JOIN_SN_TYP,BIZ_SN,SCTR_CD,SCR_TCH_SN,LN_AMT
201911,0,1,8951,01,14462,100000
201909,380759,3,143823,01,4906,300000
201810,233600,3,34667,01,30622,400000
201907,468256,3,69328,01,540,3000000
201809,112982,3,87224,01,29268,2000000
202001,647752,3,114234,01,2977,500000
202005,948786,3,131184,01,14921,60000
201910,208269,3,192905,01,23825,200000
202003,123859,3,109168,01,14699,800000
201911,500108,3,83502,01,13351,100000
201903,1938823,3,86662,01,27544,3000000
201909,1471772,3,162173,01,22510,400000
201807,1455632,3,32748,01,15575,3000000
201905,500108,3,83502,01,13351,100000
202003,233600,3,34667,01,12907,2000000
201807,353791,3,35435,01,30798,500000
202006,0,1,195138,01,4864,100000
201806,493504,3,67000,01,25415,300000
202003,0,1,194014,01,20498,100000
201908,691606,3,151141,01,27757,200000
202005,556939,3,86293,01,19361,400000
201906,554859,3,123633,01,19771,900000
202004,145268,3,127673,01,9955,300000
201903,289810,3,82649,01,10125,3000000
201903,468256,3,69328,01,540,3000000
201806,686922,3,104851,01,7337,100000
201909,208269,3,192905,01,4653,300000
201908,1150988,3,130731,01,5701,3000000
202003,1471772,3,162173,01,24937,100000
202006,1030620,3,102964,01,3685,40000
202004,353791,3,35435,01,1058,600000
201912,1191712,3,87775,01,26075,400000
201912,123859,3,109168,01,20097,800000
202004,180996,3,132466,01,18458,60000
201910,1442677,3,30396,01,30443,400000
202001,0,1,24457,01,17227,100000
201910,1879475,3,83320,01,26613,3000000
201908,704005,3,190305,01,11048,50000
201812,1441434,3,112026,01,32057,400000
202002,1005876,3,162657,01,21896,80000
201812,289810,3,82649,01,10125,3000000
201809,641496,3,115401,01,21887,500000
201808,353791,3,35435,01,14985,200000
201912,1150988,3,130731,01,5701,3000000
201903,1475750,3,138042,01,4446,400000
201812,19570,3,169811,01,16227,1000000
201903,1030620,3,102964,01,18326,80000
202005,1567267,3,102915,01,13784,3000000
201901,380759,3,143823,01,4906,300000
202006,0,1,61938,01,18915,100000
201811,1335817,3,23048,01,25724,500000
201910,180996,3,132466,01,27561,70000
202006,1781911,3,179060,01,8642,3000000
201812,1338382,3,193593,01,1905,300000
201809,216288,3,126736,01,29423,1000
202002,151050,3,79699,01,1486,200000
201911,0,1,88618,01,9959,100000
201905,0,1,117863,01,32747,100000
202004,311918,3,78293,01,21593,400000
202005,641496,3,115401,01,6506,300000
201903,1183266,3,117831,01,29634,500000
201904,1117647,3,134963,01,25015,90000
201806,1690394,3,77537,01,22742,1000000
201901,208269,3,192905,01,20936,100000
202001,1315799,3,1785,01,13324,300000
202002,242153,3,43141,01,2040,500000
201905,755861,3,112373,01,2443,50000
201905,0,1,159100,01,14507,100000
201911,180996,3,132466,01,18458,60000
201912,0,1,131948,01,7827,100000
202005,1913925,3,179490,01,22410,300000
202006,0,1,32627,01,4334,100000
201902,1732140,3,123453,01,3021,200000
201806,875454,3,100999,01,4220,3000000
201901,556939,3,86293,01,19361,400000
201912,1117647,3,134963,01,18109,90000
201910,112982,3,87224,01,25252,2000000
202003,1522763,3,80812,01,13704,500000
201910,1762179,3,80453,01,27661,40000
202005,430058,3,6100,01,19109,100000
201903,602546,3,124133,01,24518,2000000
201904,1209288,3,138906,01,18427,1000000
201901,0,1,47992,01,27711,100000
202001,1306106,3,10509,01,33057,3000000
201901,608927,3,72973,01,33448,700000
202005,1244695,3,193547,01,20001,400000
202006,363310,3,182108,01,7133,1000000
202004,16350,3,143363,01,22292,600000
202006,123859,3,109168,01,14699,800000
201909,0,1,169840,01,14748,100000
201903,0,1,104600,01,13485,100000
202001,641496,3,115401,01,21118,400000
201912,1191004,3,131103,01,18575,1000000
201907,1030620,3,102964,01,2384,200000
201811,1141991,3,11644,01,23699,90000
201807,1117647,3,134963,01,25277,500000
201901,1223564,3,183909,01,18890,200000
201902,1384429,3,115404,01,17097,300000
202002,1275870,3,76318,01,22981,800000
202003,0,1,188853,01,31373,20000
202003,363310,3,182108,01,9131,500000
201911,135631,3,117416,01,8918,100000
201909,1455632,3,32748,01,15575,3000000
201810,233483,3,9080,01,7960,300000
201811,0,1,8951,01,25866,100000
202003,641496,3,115401,01,21118,400000
201909,1384429,3,115404,01,10139,500000
202003,0,1,190418,01,6110,100000
201908,208269,3,192905,01,23825,200000
201901,875454,3,100999,01,18185,100000
202004,1738590,3,107601,01,18889,600000
201908,0,1,165120,01,6218,100000
202001,242153,3,43141,01,10883,600000
202005,602546,3,124133,01,15901,2000000
201912,1913925,3,179490,01,23099,300000
201909,311918,3,78293,01,2298,600000
202004,1030620,3,102964,01,2384,200000
202006,602546,3,124133,01,31680,400000
201906,208269,3,192905,01,23825,200000
201910,1338382,3,193593,01,1905,200000
201806,1116429,3,60053,01,8884,3000
202001,380759,3,143823,01,15873,500000
201905,0,1,115485,01,31412,20000
201905,135631,3,117416,01,10659,200000
201902,0,1,155902,01,18423,100000
201908,500108,3,83502,01,27526,3000000
201806,1876407,3,185738,01,28333,300000
202003,1117647,3,134963,01,21076,2000000
202003,1117647,3,134963,01,15197,1000000
201911,1219769,3,33480,01,22521,200000
201809,311918,3,78293,01,24586,100000
202006,250349,3,109734,01,6124,1000000
201910,556939,3,86293,01,8306,300000
201904,556939,3,86293,01,8306,300000
201909,1475750,3,138042,01,19334,3000000
201807,1441434,3,112026,01,32057,400000
201810,19570,3,169811,01,16227,2000000
201806,0,1,131948,01,26326,100000
201909,504150,3,66676,01,19072,1000000
202003,0,1,61938,01,18915,100000
201911,0,1,93980,01,22591,100000
201901,1114292,3,133485,01,18073,100000
201904,1760166,3,36233,01,6596,1000000
201903,704005,3,190305,01,11048,30000
202003,468256,3,69328,01,4613,3000000
201912,0,1,5508,01,26153,50000
201904,1384429,3,115404,01,17097,500000
201808,117595,3,110613,01,13936,30000
202005,875454,3,100999,01,4812,3000000
202002,449121,3,26043,01,6035,3000000
201901,320986,3,118533,01,31955,90000
202006,1571462,3,150733,01,2572,200000
202005,112982,3,87224,01,8043,400000
201911,1167202,3,127783,01,10488,2000000
201905,295232,3,37868,01,6041,60000
201810,311918,3,78293,01,24586,100000
201905,47029,3,60029,01,952,1000000
202002,1437721,3,152180,01,13143,100000
201911,468256,3,69328,01,540,3000000
202005,363310,3,182108,01,7133,1000000
201903,1781911,3,179060,01,21445,3000000
202004,1312871,3,108813,01,16287,900000
201909,289810,3,82649,01,10125,3000000
201812,1732140,3,123453,01,13020,600000
201906,0,1,115485,01,31412,20000
201905,1005876,3,162657,01,21896,90000
201912,0,1,103045,01,32370,40000
201808,1475750,3,138042,01,4446,400000
201902,0,1,131948,01,7827,100000
202001,1649649,3,117102,01,12452,500000
201811,363310,3,182108,01,19009,500000
201901,0,1,117863,01,24979,100000
201909,1649649,3,117102,01,12452,500000
201910,468256,3,69328,01,540,3000000
201906,1114292,3,133485,01,20151,100000
202005,311918,3,78293,01,21593,400000
201909,755861,3,112373,01,2443,50000
201901,1117647,3,134963,01,15197,1000000
202001,641686,3,33784,01,33084,50000
201806,1441434,3,112026,01,32057,400000
201907,0,1,195138,01,4864,100000
202006,242153,3,43141,01,32601,500000
202005,363310,3,182108,01,25293,300000
201810,1209288,3,138906,01,18427,1000000
201907,1690394,3,77537,01,29057,400000
202003,0,1,145489,01,29974,30000
202006,0,1,53856,01,22752,70000
201811,19570,3,169811,01,9433,3000000
201909,1244695,3,193547,01,23150,1000000
202005,47029,3,60029,01,24940,1000000
201810,1117647,3,134963,01,20189,600000
202005,1222502,3,170213,01,31567,500000
201908,556939,3,86293,01,8306,300000
202004,1471772,3,162173,01,24937,100000
202003,1315799,3,1785,01,13324,400000
201909,1191712,3,87775,01,26075,400000
202002,12986,3,74655,01,6701,900000
201809,602546,3,124133,01,33590,2000000
202005,1475750,3,138042,01,838,300000
201910,500108,3,83502,01,8965,100000
202005,1117647,3,134963,01,18109,80000
201906,208269,3,192905,01,4653,300000
202001,1312871,3,108813,01,25734,1000000
202001,1762179,3,80453,01,27661,40000
202002,641496,3,115401,01,21118,400000
201906,556939,3,86293,01,8306,300000
201810,691606,3,151141,01,6412,200000
201903,955318,3,14127,01,29945,200000
202003,627538,3,71652,01,24780,500000
202003,1189136,3,13699,01,27549,100000
202002,1312871,3,108813,01,25734,1000000
202004,112982,3,87224,01,8043,400000
201910,1732140,3,123453,01,22947,600000
202004,0,1,47992,01,32476,50000
201909,1616405,3,13836,01,5148,300000
201907,1183266,3,117831,01,29634,500000
201808,0,1,115485,01,31412,2000
201903,1441434,3,112026,01,32057,300000
202006,0,1,72317,01,11780,100000
202003,0,1,102272,01,29637,10000
201912,1475750,3,138042,01,838,100000
201912,1518788,3,169864,01,10039,20000
202001,1209288,3,138906,01,11418,1000000
201908,327705,3,110157,01,25051,30000
201907,1030620,3,102964,01,27306,70000
202003,1117647,3,134963,01,18109,90000
201908,0,1,47992,01,27711,80000
201911,1150988,3,130731,01,5701,3000000
202004,493504,3,67000,01,3822,300000
201809,0,1,72317,01,24708,100000
201909,0,1,88618,01,9959,100000
201811,875454,3,100999,01,4220,3000000
202006,0,1,106553,01,31373,20000
201807,1938823,3,86662,01,23129,3000000
201808,0,1,115334,01,28567,100000
202006,554859,3,123633,01,627,700000
202006,1732140,3,123453,01,22947,600000
202005,627538,3,71652,01,24780,400000
202002,0,1,93980,01,22591,100000
201810,449121,3,26043,01,2048,3000000
202001,219940,3,34207,01,404,200000
201910,258076,3,75502,01,26168,400000
201812,0,1,153218,01,23606,10000
201901,1384429,3,115404,01,17097,200000
201808,1191712,3,87775,01,29948,200000
202004,1005876,3,162657,01,21896,80000
201909,1030620,3,102964,01,2384,200000
202005,1244695,3,193547,01,24985,2000000
201907,1892969,3,111414,01,5022,3000000
202004,1047379,3,130855,01,4686,900000
202006,1306106,3,10509,01,25462,1000000
201908,0,1,39657,01,25802,5000
201809,1442677,3,30396,01,30634,2000000
201904,704005,3,190305,01,11048,30000
202006,1475974,3,129270,01,6510,40000
201901,1690394,3,77537,01,29057,300000
202006,1646283,3,149577,01,19320,500000
201906,1760166,3,36233,01,6596,1000000
202005,1849960,3,27790,01,31932,3000000
201806,1223564,3,183909,01,18890,200000
201806,1732140,3,123453,01,30195,400000
201810,315491,3,89268,01,16873,3000000
201806,1312871,3,108813,01,20600,1000000
201906,0,1,153495,01,16831,100000
201811,1475750,3,138042,01,4446,400000
201908,19570,3,169811,01,9433,3000000
201912,353791,3,35435,01,1058,600000
201906,380759,3,143823,01,32605,500000
202004,1437721,3,152180,01,13143,100000
201811,353791,3,35435,01,14985,200000
202001,233600,3,34667,01,30622,400000
201911,1222502,3,170213,01,31567,500000
201812,1471772,3,162173,01,32359,200000
201903,686922,3,104851,01,7337,100000
201904,691606,3,151141,01,5205,1000000
201910,0,1,165120,01,6218,100000
201809,556939,3,86293,01,12669,300000
201907,380759,3,143823,01,4906,300000
201905,1312871,3,108813,01,25734,1000000
201812,0,1,104600,01,13485,100000
202004,1690394,3,77537,01,29057,400000
201812,1616405,3,13836,01,5148,40000
202001,315491,3,89268,01,10189,3000000
201810,0,1,47992,01,27711,100000
202005,1275870,3,76318,01,22981,800000
201809,353791,3,35435,01,30798,500000
202004,1475750,3,138042,01,1792,400000
202004,12986,3,74655,01,6701,900000
201808,991472,3,125413,01,27047,300000
201909,250349,3,109734,01,24587,1000000
201809,289810,3,82649,01,25291,3000000
201907,1849960,3,27790,01,8195,3000000
201908,16350,3,143363,01,11715,600000
201903,0,1,8951,01,25866,100000
202006,0,1,31030,01,8725,100000
202001,158430,3,188071,01,24588,200000
201808,1690394,3,77537,01,29057,300000
201911,1521296,3,183826,01,4863,100000
202005,1879475,3,83320,01,26613,3000000
201905,875454,3,100999,01,12297,3000000
201808,1471772,3,162173,01,8010,200000
201810,1150988,3,130731,01,28619,3000000
201910,1475750,3,138042,01,1792,400000
202003,1150988,3,130731,01,5701,3000000
202006,1005876,3,162657,01,21896,70000
201809,0,1,104624,01,29899,100000
201809,1141991,3,11644,01,23699,90000
202002,1244695,3,193547,01,24985,2000000
201908,1892969,3,111414,01,5022,3000000
201907,0,1,184203,01,32115,100000
201904,755861,3,112373,01,2443,50000
202004,438263,3,148462,01,17928,400000
202006,641686,3,33784,01,33084,50000
201810,0,1,29609,01,5487,100000
202001,0,1,130258,01,16649,100000
201912,1335817,3,23048,01,22152,700000
202005,1384429,3,115404,01,10139,600000
201904,1312871,3,108813,01,13747,400000
201811,500108,3,83502,01,8965,200000
202003,208269,3,192905,01,23825,200000
202002,1442677,3,30396,01,19477,3000000
201909,1709752,3,139626,01,11441,400000
202002,0,1,72671,01,28185,10000
201807,19570,3,169811,01,9433,3000000
201904,0,1,184203,01,32115,100000
201907,686922,3,104851,01,26562,100000
202002,1114292,3,133485,01,20151,100000
202003,554859,3,123633,01,627,700000
201902,1030620,3,102964,01,18326,80000
201912,602546,3,124133,01,31680,400000
202003,948786,3,131184,01,14921,70000
201903,0,1,159100,01,14507,100000
202002,554859,3,123633,01,627,700000
201912,554859,3,123633,01,627,700000
201910,1522763,3,80812,01,13704,500000
201911,1005876,3,162657,01,21896,90000
202001,233483,3,9080,01,28549,200000
201902,1191712,3,87775,01,29948,400000
201812,493504,3,67000,01,3692,300000
201807,1209288,3,138906,01,18427,1000000
201912,1315799,3,1785,01,13324,400000
201908,1702363,3,8672,01,24611,100000
201912,1116429,3,60053,01,9974,80000
201904,0,1,32627,01,234,100000
201807,0,1,165120,01,16167,100000
201810,0,1,86782,01,5050,100000
201811,1938823,3,86662,01,27544,3000000
201812,0,1,104624,01,29899,100000
201903,1437721,3,152180,01,22207,100000
201903,1522763,3,80812,01,702,500000
201912,1875215,3,143472,01,8053,1000000
202001,0,1,74376,01,3335,100000
201904,353791,3,35435,01,30798,400000
201812,602546,3,124133,01,16401,700000
202001,743651,3,187994,01,19240,200000
201907,1471772,3,162173,01,24937,200000
201909,1732140,3,123453,01,13145,500000
201911,500108,3,83502,01,27526,3000000
201811,449121,3,26043,01,19216,2000000
202004,53876,3,25415,01,6401,700000
201909,0,1,159100,01,14507,100000
201905,311918,3,78293,01,2298,600000
202005,0,1,65206,01,14630,100000
201808,219940,3,34207,01,404,200000
201909,0,1,47992,01,27711,70000
201812,47029,3,60029,01,6194,2000000
201904,0,1,155902,01,18423,100000
202004,1883438,3,41482,01,21339,40000
201908,1471772,3,162173,01,22510,400000
201902,1441434,3,112026,01,32057,400000
201908,1167202,3,127783,01,10488,2000000
201907,210882,3,174288,01,18883,1000000
201911,0,1,153495,01,16831,100000
202004,1030620,3,102964,01,27306,40000
201810,1471772,3,162173,01,32359,200000
201904,19570,3,169811,01,27631,400000
201909,233600,3,34667,01,30622,400000
201806,145268,3,127673,01,9955,400000
201904,242153,3,43141,01,13520,3000000
201909,1047379,3,130855,01,32888,20000
201910,1114292,3,133485,01,20151,100000
201910,335659,3,139033,01,11662,200000
201810,1471772,3,162173,01,8010,200000
201901,875454,3,100999,01,4220,3000000
202006,1117647,3,134963,01,18109,80000
202006,63347,3,177822,01,6011,500000
201806,1275870,3,76318,01,3222,400000
201812,1191004,3,131103,01,2790,800000
201901,1116429,3,60053,01,8884,20000
202004,573468,3,54149,01,17248,2000000
202004,1167202,3,127783,01,16445,2000000
202005,449121,3,26043,01,30070,2000000
201909,704005,3,190305,01,32255,50000
202003,1717467,3,87364,01,25312,30000
201806,133481,3,165022,01,21564,100000
202002,1117647,3,134963,01,15197,1000000
201809,1876407,3,185738,01,28333,600000
202005,1117647,3,134963,01,21076,2000000
201904,1167202,3,127783,01,8452,100000
202002,0,1,101852,01,8955,100000
201902,1475750,3,138042,01,22724,100000
202006,264718,3,179765,01,23817,3000000
201903,233483,3,9080,01,28549,200000
202004,0,1,103045,01,32370,40000
201901,554859,3,123633,01,19771,1000000
201911,97906,3,183365,01,26544,60000
201812,1732140,3,123453,01,3021,200000
201811,210882,3,174288,01,18883,1000000
201909,1441434,3,112026,01,25296,200000
202001,668951,3,146022,01,33074,20000
201908,1567267,3,102915,01,11312,2000000
202002,500108,3,83502,01,8965,100000
201903,641496,3,115401,01,32399,300000
202002,0,1,61938,01,18915,100000
201909,602546,3,124133,01,24518,2000000
201904,0,1,8951,01,14462,100000
201812,1030620,3,102964,01,18326,90000
201909,315491,3,89268,01,10189,3000000
201809,1455632,3,32748,01,15575,3000000
202001,1116429,3,60053,01,13953,20000
202003,1222502,3,170213,01,31567,500000
201902,686922,3,104851,01,7337,100000
201906,1150988,3,130731,01,5701,3000000
201807,16350,3,143363,01,12908,700000
202001,1183266,3,117831,01,19636,600000
201909,1521296,3,183826,01,4863,100000
202001,0,1,101852,01,8955,100000
201912,0,1,31176,01,29433,100000
202006,1020729,3,5206,01,32028,600000
201912,1306106,3,10509,01,11079,1000000
201908,0,1,91616,01,24478,80000
202002,1244695,3,193547,01,2588,400000
202002,0,1,159100,01,9934,100000
201807,691606,3,151141,01,6412,200000
201910,1732140,3,123453,01,13145,500000
201808,1732140,3,123453,01,13020,600000
202003,602546,3,124133,01,31680,400000
202003,363310,3,182108,01,7133,1000000
201906,1452211,3,174031,01,12068,70000
201912,1475750,3,138042,01,19334,3000000
201909,0,1,5508,01,26153,50000
201905,0,1,155902,01,18423,100000
201907,219940,3,34207,01,404,200000
202002,0,1,184203,01,32115,100000
202001,1189136,3,13699,01,23340,700000
202004,133481,3,165022,01,20098,600000
201908,0,1,109859,01,8955,100000
201911,0,1,169840,01,14748,100000
201907,363310,3,182108,01,7133,800000
202006,133481,3,165022,01,10222,200000
202005,1441434,3,112026,01,32140,200000
202001,955318,3,14127,01,25421,200000
201809,1471772,3,162173,01,8010,200000
201907,554859,3,123633,01,627,800000
201909,12986,3,74655,01,11603,900000
201906,691606,3,151141,01,5205,1000000
201905,1879475,3,83320,01,5377,3000000
201907,1209288,3,138906,01,18427,1000000
202004,0,1,176302,01,31886,100000
201902,97906,3,183365,01,26544,60000
201901,1183266,3,117831,01,29634,500000
202002,1219769,3,33480,01,15621,200000
201901,1335817,3,23048,01,25724,500000
202005,1455632,3,32748,01,15575,300000
201903,295232,3,37868,01,6041,60000
202002,1468944,3,96367,01,8207,90000
202002,1030620,3,102964,01,27306,50000
201806,1475750,3,138042,01,4446,400000
201806,1338382,3,193593,01,1905,300000
201905,1883438,3,41482,01,6859,60000
202006,1503298,3,60042,01,30928,1000
202004,504150,3,66676,01,17854,1000000
201809,180996,3,132466,01,18458,70000
201911,0,1,27166,01,6405,80000
201912,1030620,3,102964,01,2384,200000
202003,1690394,3,77537,01,29057,400000
201807,1732140,3,123453,01,103,700000
201812,474852,3,138364,01,17404,200000
201911,641496,3,115401,01,6506,80000
202002,449121,3,26043,01,30070,2000000
201901,1849960,3,27790,01,8195,3000000
202006,0,1,195146,01,9039,100000
201907,1117647,3,134963,01,15197,1000000
201911,0,1,155902,01,18423,100000
201901,1141991,3,11644,01,23699,90000
201905,1312871,3,108813,01,13747,400000
201909,210882,3,174288,01,4622,400000
201902,1616405,3,13836,01,5148,300000
201905,1244695,3,193547,01,23150,500000
201905,1690394,3,77537,01,21405,1000000
202001,0,1,132448,01,16605,90000
201911,19570,3,169811,01,4581,2000000
201908,1805344,3,51868,01,16412,800000
201808,1117647,3,134963,01,15197,1000000
201808,1306106,3,10509,01,444,600000
201902,1306106,3,10509,01,30107,3000000
202002,1441093,3,77701,01,1663,80000
201811,1306106,3,10509,01,444,600000
202002,0,1,131948,01,32448,100000
201902,1306106,3,10509,01,444,1000000
202004,875454,3,100999,01,12297,3000000
202002,1523929,3,36384,01,15341,2000000
201911,1116429,3,60053,01,9974,80000
201809,1732432,3,42420,01,16045,200000
201812,1879475,3,83320,01,5377,2000000
201809,210882,3,174288,01,18883,1000000
201905,1275870,3,76318,01,22168,400000
202006,691606,3,151141,01,12847,800000
201909,363310,3,182108,01,9131,300000
201811,1209288,3,138906,01,18427,1000000
201809,315491,3,89268,01,16873,3000000
201906,875454,3,100999,01,19059,10000
201807,1732140,3,123453,01,30195,400000
201809,1879475,3,83320,01,6526,1000000
201911,500108,3,83502,01,8965,100000
201910,0,1,86782,01,2992,100000
201811,1475750,3,138042,01,14064,2000000
202001,1141991,3,11644,01,14862,80000
201904,1191712,3,87775,01,29948,400000
201907,1452211,3,174031,01,12068,70000
201809,1114292,3,133485,01,18073,100000
201909,955318,3,14127,01,25421,200000
201910,1876407,3,185738,01,12303,100000
201904,1005876,3,162657,01,21896,90000
201809,1452211,3,174031,01,14220,90000
201912,1312871,3,108813,01,25734,1000000
202003,311918,3,78293,01,2298,400000
201812,335556,3,90260,01,18784,600000
201812,0,1,155902,01,18423,100000
202006,158430,3,188071,01,24588,200000
201911,1883438,3,41482,01,6859,50000
201807,1306106,3,10509,01,444,600000
201910,1335817,3,23048,01,22152,700000
202006,1189986,3,193712,01,10660,90000
201912,208269,3,192905,01,23825,200000
202004,0,1,130258,01,17060,100000
202006,504150,3,66676,01,17854,1000000
201807,12986,3,74655,01,10670,100000
201903,1167202,3,127783,01,8452,1000000
201806,1438325,3,147770,01,11799,80000
201908,449121,3,26043,01,1488,2000000
202002,371455,3,15963,01,22255,90000
201910,0,1,109859,01,8955,100000
202005,0,1,153495,01,62,100000
201905,438263,3,148462,01,23149,300000
201811,16350,3,143363,01,12908,700000
202002,504150,3,66676,01,17854,1000000
201905,1442677,3,30396,01,30443,500000
202001,139696,3,56559,01,28534,200000
201910,1690394,3,77537,01,29057,300000
202004,556939,3,86293,01,19361,400000
202005,208269,3,192905,01,23825,300000
201810,1732140,3,123453,01,27994,100000
202001,311918,3,78293,01,2298,500000
201901,1702363,3,8672,01,24611,100000
201912,0,1,115334,01,21614,60000
202006,704477,3,174565,01,25200,200000
201911,1849960,3,27790,01,31932,3000000
202006,641496,3,115401,01,21118,300000
201806,0,1,8951,01,25866,100000
201904,219940,3,34207,01,404,200000
201907,691606,3,151141,01,27757,200000
201911,493504,3,67000,01,3692,300000
201901,0,1,176302,01,6253,100000
202002,685675,3,122136,01,23876,100000
202006,1805344,3,51868,01,16412,2000000
201906,438263,3,148462,01,23149,400000
202001,0,1,117863,01,24952,100000
202005,0,1,117863,01,24952,100000
202002,135631,3,117416,01,8918,100000
201911,1781911,3,179060,01,5723,3000000
201908,0,1,153218,01,23606,10000
201907,1191712,3,87775,01,26075,400000
202004,1191004,3,131103,01,18575,1000000
201911,210882,3,174288,01,18883,1000000
202004,335659,3,139033,01,11662,200000
201902,1879475,3,83320,01,11451,200000
202002,0,1,104624,01,19685,100000
201904,743651,3,187994,01,17355,200000
201905,1879475,3,83320,01,22194,300000
202006,647752,3,114234,01,2977,400000
201810,1114292,3,133485,01,18073,100000
201912,380759,3,143823,01,7582,300000
202005,0,1,104624,01,23278,100000
201811,123859,3,109168,01,12407,800000
201903,0,1,195138,01,4864,100000
201812,1732140,3,123453,01,30195,400000
202004,219940,3,34207,01,404,200000
201806,16350,3,143363,01,12908,700000
201910,1781911,3,179060,01,5723,3000000
201910,0,1,194014,01,20498,100000
201903,1690394,3,77537,01,22742,1000000
201901,1879475,3,83320,01,5377,2000000
201909,1475750,3,138042,01,11892,300000
202005,1879475,3,83320,01,29583,400000
201809,0,1,131948,01,26326,100000
202004,641496,3,115401,01,6506,60000
201902,380759,3,143823,01,32605,500000
201912,363310,3,182108,01,7133,800000
201904,991472,3,125413,01,27047,900000
202005,0,1,169840,01,14748,100000
202001,1732140,3,123453,01,5975,100000
201908,500108,3,83502,01,8965,100000
202006,1876407,3,185738,01,12303,100000
201901,19570,3,169811,01,1237,3000000
201907,135631,3,117416,01,10659,200000
201910,602546,3,124133,01,31680,400000
201909,19570,3,169811,01,9433,3000000
201807,1690394,3,77537,01,22742,900000
201809,0,1,86782,01,5050,100000
202006,1938823,3,86662,01,15157,3000000
201812,363310,3,182108,01,19009,300000
202003,19570,3,169811,01,4581,2000000
201809,1338382,3,193593,01,1905,300000
201903,371455,3,15963,01,14513,50000
201904,0,1,104624,01,19685,100000
201902,1438325,3,147770,01,11799,100000
202002,180996,3,132466,01,18458,60000
201812,258076,3,75502,01,32239,400000
201912,1141991,3,11644,01,14862,80000
201909,1522763,3,80812,01,13704,500000
202004,1523929,3,36384,01,15341,2000000
201902,1690394,3,77537,01,22742,900000
202003,0,1,91616,01,24478,100000
202001,16350,3,143363,01,22292,600000
202006,1913925,3,179490,01,22410,300000
201901,233600,3,34667,01,30622,400000
202006,0,1,115334,01,18040,30000
202004,1879475,3,83320,01,29583,400000
201909,363310,3,182108,01,7133,900000
201907,875454,3,100999,01,12297,3000000
202003,242153,3,43141,01,10883,700000
201902,242153,3,43141,01,13520,3000000
202003,242153,3,43141,01,1230,2000000
201901,0,1,184203,01,32115,100000
201901,353791,3,35435,01,30798,400000
201909,1005876,3,162657,01,21896,90000
201909,258076,3,75502,01,26168,400000
201905,1892969,3,111414,01,5022,3000000
201907,449121,3,26043,01,30222,3000000
201909,0,1,165120,01,471,100000
201810,1117647,3,134963,01,15197,1000000
201901,1468944,3,96367,01,6273,10000
201911,1649649,3,117102,01,12452,500000
201910,0,1,16181,01,31455,50000
201908,0,1,132448,01,16605,90000
201905,474852,3,138364,01,17404,200000
202002,0,1,109859,01,8955,100000
201901,0,1,153218,01,23606,10000
201903,1690394,3,77537,01,29057,300000
201807,875454,3,100999,01,4220,3000000
202001,353791,3,35435,01,21530,400000
201908,1306106,3,10509,01,33057,3000000
202004,1475750,3,138042,01,19334,3000000
202003,289810,3,82649,01,1526,600000
201902,493504,3,67000,01,3692,300000
201903,1335817,3,23048,01,25724,700000
201810,1191712,3,87775,01,29948,200000
201806,19570,3,169811,01,9433,3000000
202003,0,1,104600,01,33583,100000
201810,208269,3,192905,01,20936,100000
202003,1805344,3,51868,01,16412,800000
201912,242153,3,43141,01,2040,500000
201812,1876407,3,185738,01,28333,200000
201903,0,1,115334,01,28567,100000
202002,1571462,3,150733,01,2572,200000
201810,1690394,3,77537,01,22742,900000
202003,0,1,130258,01,17060,100000
201908,363310,3,182108,01,9131,300000
201904,0,1,165120,01,10768,100000
201903,353791,3,35435,01,24376,200000
201902,875454,3,100999,01,18185,100000
201911,335659,3,139033,01,11662,200000
201812,1455632,3,32748,01,15575,3000000
201909,1191712,3,87775,01,28438,600000
202004,474083,3,180627,01,31272,500000
202006,0,1,88618,01,12001,100000
202001,1475750,3,138042,01,11892,200000
201904,1732140,3,123453,01,13145,600000
201908,1452211,3,174031,01,12068,200000
201808,1471772,3,162173,01,18965,2000000
201806,449121,3,26043,01,19216,600000
202001,0,1,93980,01,22591,100000
201908,1165662,3,14662,01,27395,200000
202005,1044027,3,37350,01,16242,3000000
201902,1892969,3,111414,01,5022,3000000
201811,1471772,3,162173,01,18965,2000000
201807,554859,3,123633,01,19771,1000000
202006,233483,3,9080,01,15124,300000
201905,0,1,115334,01,21614,90000
201807,133481,3,165022,01,21564,100000
201903,0,1,165120,01,10768,100000
202003,955318,3,14127,01,25421,200000
201909,219940,3,34207,01,404,200000
202002,474852,3,138364,01,10046,200000
201807,1732140,3,123453,01,3021,200000
202002,363310,3,182108,01,9131,300000
201809,47029,3,60029,01,6194,1000000
201912,1191712,3,87775,01,28438,600000
201903,380759,3,143823,01,32605,500000
201909,1191004,3,131103,01,18575,800000
201810,363310,3,182108,01,18703,500000
201908,353791,3,35435,01,21530,500000
202005,691606,3,151141,01,27757,800000
201904,955318,3,14127,01,29945,200000
201808,1183266,3,117831,01,29634,500000
202002,0,1,169840,01,14748,100000
202006,1690394,3,77537,01,29057,400000
202001,877059,3,31886,01,23595,1000000
201812,1437721,3,152180,01,22207,100000
201903,0,1,47992,01,27711,100000
202001,1437721,3,152180,01,22207,100000
202004,1762179,3,80453,01,27661,40000
201909,133481,3,165022,01,6345,50000
201807,0,1,72317,01,13127,100000
201909,1338382,3,193593,01,1905,300000
201906,1649649,3,117102,01,12452,300000
